"year","value","sex","risk","race","age","location_code","location_name"
1993,1780,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1994,1889,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1995,1715,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1996,1525,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1997,1277,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1998,1162,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
1999,1012,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2000,973,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2001,1287,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2002,1001,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2003,1028,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2005,1074,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2006,1001,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2007,791,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2008,1156,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2009,943,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,959,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,734,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,691,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,626,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,593,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,553,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,526,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,448,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2007,17364,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2008,15824,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2009,16280,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,14153,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,13103,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,15128,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,16467,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,16033,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,17571,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,16621,"all","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,217.481481481481,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,163.789890981169,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,151.105185185185,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,146.7539543058,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,127.973180076628,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,125.968253968254,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,516.518518518518,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,462.210109018831,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,441.894814814815,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,406.2460456942,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,398.026819923372,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2017,322.031746031746,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,5061.5689229926,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,5333.97278911565,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,5795.16285759949,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,5568.27631254622,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,6106.52899408284,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,5775.28456677101,"female","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2010,9091.4310770074,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2012,9794.02721088435,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2013,10671.8371424005,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2014,10464.7236874538,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2015,11464.4710059172,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2016,10845.715433229,"male","all","all","all","12580","Baltimore-Columbia-Towson, MD"
2011,33.5816993464052,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,17.3716551040634,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,23.72,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,20.4094903339192,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,19.1455938697318,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2017,18.2857142857143,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2011,140.723311546841,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,108.572844400396,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,88.7303703703704,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,96.2161687170475,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,91.6973180076628,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2017,68.0634920634921,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2011,54.3703703703704,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,30.400396432111,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,43.9259259259259,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,42.7627416520211,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,33.2528735632184,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2017,22.3492063492063,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2011,141.522875816993,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,128.426164519326,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,146.712592592593,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,145.782073813708,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,143.088122605364,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2017,131.047619047619,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2011,45.5751633986928,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,40.9474727452924,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,33.3837037037037,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,25.2688927943761,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,26.1992337164751,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2017,29.4603174603175,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2011,79.9564270152505,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,78.1724479682854,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,80.8237037037037,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,65.115992970123,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,59.4521072796935,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2017,44.6984126984127,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2011,59.9673202614379,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,52.1149653121903,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,31.6266666666667,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,34.0158172231986,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,28.2145593869732,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2017,30.4761904761905,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2011,106.342047930283,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,80.0336967294351,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,79.0666666666667,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,67.0597539543058,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,49.3754789272031,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2017,44.6984126984127,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2011,23.9869281045752,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,22.9554013875124,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,18.4488888888889,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,24.2970123022847,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,21.1609195402299,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2017,25.3968253968254,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2011,47.9738562091503,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,67.0049554013875,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,46.5614814814815,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,32.0720562390158,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,54.4137931034483,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2017,33.5238095238095,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2010,246.678761304467,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2012,234.857863843327,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,222.82339779447,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,205.500616218881,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,177.244801352494,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,147.253558561219,"female","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2010,446.038640723486,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2012,542.745734818147,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2013,508.809333546428,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2014,402.109378851368,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2015,387.166018596788,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2016,346.536707814069,"male","all","all","13-24 years","12580","Baltimore-Columbia-Towson, MD"
2010,593.425322006029,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2012,636.522903066542,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,648.29327153588,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,619.465799852107,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,680.263567202029,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,625.336778689977,"female","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2010,1013.08950397369,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2012,1403.33797794723,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2013,1536.95509029887,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2014,1580.77397091447,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2015,1807.10481825866,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2016,1771.95115468667,"male","all","all","25-34 years","12580","Baltimore-Columbia-Towson, MD"
2010,1470.76393532475,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2012,1370.97240660486,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,1356.24005114272,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,1244.85950209514,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,1254.57633136095,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,1110.29183155159,"female","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2010,1768.64017539052,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2012,1648.15447912667,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2013,1655.38484896915,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2014,1584.72590584175,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2015,1683.33051563821,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2016,1552.05250723525,"male","all","all","35-44 years","12580","Baltimore-Columbia-Towson, MD"
2010,1871.03513291313,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2012,1984.25848922047,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,2179.98481700495,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,2028.33060142963,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,2202.19239222316,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,2022.28220424074,"female","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2010,3568.30912578789,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2012,3614.15546656427,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2013,3745.01214639604,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2014,3525.12595513927,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2015,3670.65071851226,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2016,3162.02474750458,"male","all","all","45-54 years","12580","Baltimore-Columbia-Towson, MD"
2010,879.665771444231,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2012,1107.06851719787,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,1386.94406264983,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,1470.11979295046,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,1792.25190194421,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,1870.12019372748,"female","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2010,2295.35363113182,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2012,2585.92616161062,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2013,3226.55298066166,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2014,3371.98847670693,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2015,3916.21893491124,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2016,4013.15031598842,"male","all","all","55+ years","12580","Baltimore-Columbia-Towson, MD"
2011,160.486126526082,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,141.375381485249,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,129.662079510703,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2015,122.10401459854,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2016,96.398406374502,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2017,97.2075471698113,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2011,385.329633740289,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,340.06510681587,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,347.276758409786,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2015,311.819343065693,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2016,282.908366533865,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2017,229.283018867925,"male","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2011,17.1076581576027,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2013,5.09460834181078,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2014,5.44036697247706,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2015,5.0456204379562,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2016,6.28685258964143,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2017,5.28301886792453,"female","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2011,18.7369589345172,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2013,14.646998982706,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2014,23.5749235474006,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2015,21.1916058394161,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2016,32.4820717131474,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2017,22.188679245283,"male","all","hispanic","all","12580","Baltimore-Columbia-Towson, MD"
2011,41.5471698113207,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2013,21.6520854526958,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2014,19.0412844036697,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2015,18.1642335766423,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,25.1474103585657,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2017,26.4150943396226,"female","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2011,110.792452830189,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2013,103.165818921668,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2014,68.0045871559633,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2015,74.6751824817518,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2016,82.7768924302789,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2017,67.622641509434,"male","all","other","all","12580","Baltimore-Columbia-Towson, MD"
2010,4366.3255603862,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2012,4639.29956451983,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2013,5045.10668976695,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
2014,4874.02364512767,"female","all","black","all","12580","Baltimore-Columbia-Towson, MD"
